,book_id,title,format,authors,size,publicationYear,genres
411132,290.0,The Very Hungry Caterpillar,Board book,3362,26,1994,"children,fiction,fantasy,paranormal,young-adult"
411647,14677.0,One Plus One,Hardcover,281810,368,2014,"fiction,romance"
414464,13429.0,The Historian,Paperback,5918,704,2005,"fiction,history,historical fiction,biography,fantasy,paranormal,mystery,thriller,crime,romance"
418013,365.0,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",Hardcover,133538,287,2009,"non-fiction,history,historical fiction,biography,fiction"
426755,6422.0,Tell the Wolves I'm Home,Hardcover,5274234,360,2012,"fiction,young-adult,history,historical fiction,biography"
427082,1352.0,Americanah,Hardcover,11291,477,2013,"fiction,romance,history,historical fiction,biography"
432803,1347.0,Yes Please,Hardcover,7350402,329,2014,"non-fiction,history,historical fiction,biography,comics,graphic"
435074,516149.0,I Too Had A Love Story,ebook,800588,112,2011,"romance,fiction,young-adult,non-fiction"
440361,1325.0,Furiously Happy: A Funny Book About Horrible Things,Hardcover,5272674,329,2015,"non-fiction,history,historical fiction,biography,fiction"
442472,13894.0,The Greatest Salesman in the World,Paperback,19753,128,1983,"non-fiction,fiction"
443414,156893.0,Like It Happened Yesterday,Paperback,800588,196,2013,"fiction,romance,young-adult"
448421,42596.0,Mom & Me & Mom,Hardcover,3503,201,2013,"non-fiction,history,historical fiction,biography,young-adult,fiction,poetry"
455613,23716.0,خواطر شاب,Paperback,1302004,161,2007,non-fiction
460252,6810.0,"The Power of Six (Lorien Legacies, #2)",Hardcover,3380908,406,2011,"young-adult,fantasy,paranormal,fiction,romance,mystery,thriller,crime"
461698,7452.0,"Lady Midnight (The Dark Artifices, #1)",Hardcover,150038,698,2016,"romance,fantasy,paranormal,young-adult,fiction,mystery,thriller,crime"
462925,1095.0,A Prayer for Owen Meany,Paperback,3075,637,1990,"fiction,history,historical fiction,biography"
468399,21164.0,Steve Jobs,Hardcover,7111,656,2011,"history,historical fiction,biography,non-fiction,comics,graphic"
468985,7419.0,"Oedipus Rex  (The Theban Plays, #1)",Paperback,"1002,1399188",75,2006,"fiction,poetry,history,historical fiction,biography,fantasy,paranormal"
470194,7180.0,"The Wedding (The Notebook, #2)",Paperback,2345,276,2005,"romance,fiction,young-adult"
470198,16319.0,The Rescue,Paperback,2345,352,2005,"romance,fiction,young-adult,mystery,thriller,crime"
471205,41226.0,"Tokyo Ghoul, tome 1 (Tokyo Ghoul, #1)",Paperback,"7340907,7370194",224,2013,"comics,graphic,fantasy,paranormal,fiction,young-adult,mystery,thriller,crime"
471572,13510.0,Pet Sematary,Paperback,3389,576,2005,"fiction,fantasy,paranormal,mystery,thriller,crime"
478183,176.0,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Hardcover,"5589647,1086478",224,2014,non-fiction
479331,35047.0,The Artist's Way,Paperback,13229,237,2002,non-fiction
483320,14546.0,Fantastic Beasts and Where to Find Them,Hardcover,"57983,1077326,14877156",59,2001,"fantasy,paranormal,young-adult,fiction,children"
483633,6356.0,"A Storm of Swords: Blood and Gold (A Song of Ice and Fire, #3: Part 2 of 2)",Paperback,346732,639,2011,"fantasy,paranormal,fiction,history,historical fiction,biography,romance"
487303,7301.0,The Strange Case of Dr. Jekyll and Mr. Hyde,Paperback,"854076,5152,22018,16560",144,2003,"fiction,mystery,thriller,crime,fantasy,paranormal,history,historical fiction,biography"
488669,42143.0,The Hunger Games: Official Illustrated Movie Companion,Paperback,13599,160,2012,"non-fiction,young-adult,fantasy,paranormal,fiction,romance,mystery,thriller,crime"
489295,232.0,#GIRLBOSS,Hardcover,7341059,256,2014,"non-fiction,history,historical fiction,biography"
491329,7139.0,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,Paperback,843200,243,1998,"non-fiction,fiction,history,historical fiction,biography"
492240,38875.0,Why Men Love Bitches: From Doormat to Dreamgirl—A Woman's Guide to Holding Her Own in a Relationship,Paperback,25840,288,2002,"non-fiction,romance"
493814,247.0,Long Walk to Freedom,Paperback,367338,656,1995,"history,historical fiction,biography,non-fiction,comics,graphic"
495452,27853.0,The Monk Who Sold His Ferrari: A Fable About Fulfilling Your Dreams  Reaching Your Destiny,Paperback,24678,208,1999,"non-fiction,fiction"
495929,14859.0,"Something Borrowed (Darcy & Rachel, #1)",Hardcover,13370,322,2004,"romance,fiction,young-adult"
498575,6971.0,"The Iron King (The Iron Fey, #1)",Paperback,2995873,363,2010,"romance,fantasy,paranormal,young-adult,fiction"
501921,1370.0,The Ocean at the End of the Lane,Hardcover,1221698,181,2013,"fiction,fantasy,paranormal,young-adult,children"
503167,27722.0,صانع الظلام,Paperback,2664359,336,2012,"fiction,fantasy,paranormal,mystery,thriller,crime,history,historical fiction,biography"
508815,85088.0,The Hunger Games Tribute Guide,Paperback,5442759,128,2012,"young-adult,fantasy,paranormal,fiction,non-fiction,romance"
510927,17074.0,Memoirs of a Geisha,Mass Market Paperback,614,512,2005,"fiction,history,historical fiction,biography,romance,non-fiction"
511872,536.0,"The Hunger Games (The Hunger Games, #1)",Hardcover,153394,374,2008,"young-adult,fiction,fantasy,paranormal,romance,mystery,thriller,crime"
518927,12923.0,The Magicians (The Magicians #1),Hardcover,142270,402,2009,"fantasy,paranormal,fiction,young-adult"
519381,7047.0,"City of Heavenly Fire (The Mortal Instruments, #6)",Hardcover,150038,725,2014,"fantasy,paranormal,young-adult,romance,fiction"
519751,7089.0,Breakfast of Champions,Paperback,2778055,303,1999,"fiction,fantasy,paranormal"
519758,1096.0,The Red Tent,Hardcover,626222,336,2005,"fiction,history,historical fiction,biography,fantasy,paranormal"
521069,19988.0,"The Oath of the Vayuputras (Shiva Trilogy, #3)",Paperback,4343092,575,2013,"fiction,history,historical fiction,biography,mystery,thriller,crime,fantasy,paranormal,young-adult"
521573,13169.0,The Hobbit: Graphic Novel,Paperback,"28709,656983,42156,150123",133,1990,"fantasy,paranormal,comics,graphic,fiction,young-adult,children"
523794,1057.0,The Diary of Frida Kahlo: An Intimate Self-Portrait,Hardcover,"52760,1367127,264271",296,2005,"non-fiction,history,historical fiction,biography,poetry,comics,graphic"
527539,20518.0,Catherine the Great: Portrait of a Woman,Hardcover,40882,625,2011,"history,historical fiction,biography,non-fiction,fiction,comics,graphic"
535833,21047.0,Waiting for Godot,Paperback,1433597,109,2011,fiction
536667,18931.0,"Shopaholic Ties the Knot (Shopaholic, #3)",Paperback,6160,328,2004,"fiction,romance,young-adult"
541263,1552.0,The Girl You Left Behind,Hardcover,281810,369,2013,"fiction,history,historical fiction,biography,romance,mystery,thriller,crime"
541922,50204.0,Rage of Angels,Paperback,9068,512,1999,"fiction,mystery,thriller,crime,romance,young-adult"
541927,27732.0,The Sky is Falling,Paperback,9068,399,2001,"fiction,mystery,thriller,crime,romance,young-adult"
543266,52662.0,"James Potter and the Curse of the Gatekeeper (James Potter, #2)",ebook,1127619,459,2008,"young-adult,fiction,fantasy,paranormal,mystery,thriller,crime,children"
544640,773.0,The Scarlet Letter,Paperback,"7799,7798,26480",238,2003,"fiction,history,historical fiction,biography,romance,young-adult"
546253,18696.0,The DUFF: Designated Ugly Fat Friend,Hardcover,3095919,280,2010,"young-adult,romance,fiction"
546521,18950.0,Fried Green Tomatoes at the Whistle Stop Cafe,Hardcover,6125,416,2002,"fiction,history,historical fiction,biography,romance,mystery,thriller,crime"
549753,21926.0,"One for the Money (Stephanie Plum, #1)",Paperback,2384,320,2006,"mystery,thriller,crime,fiction,romance"
550634,6960.0,Misery,Paperback,3389,370,1988,"fiction,mystery,thriller,crime,fantasy,paranormal"
550668,21022.0,The Witch Of Portobello,Hardcover,566,320,2007,"fiction,fantasy,paranormal,romance,mystery,thriller,crime"
553221,18956.0,"Little House in the Big Woods (Little House, #1)",Paperback,"5300,30916",198,2007,"fiction,history,historical fiction,biography,children,young-adult,non-fiction"
558113,5238.0,"Scarlet (The Lunar Chronicles, #2)",Hardcover,4684322,454,2013,"fantasy,paranormal,young-adult,fiction,romance"
558258,16247.0,"The Son of Neptune (The Heroes of Olympus, #2)",Hardcover,15872,521,2011,"young-adult,fiction,children,fantasy,paranormal,romance"
560078,6173.0,"Blue Moon (The Immortals, #2)",Paperback,200317,284,2009,"young-adult,fantasy,paranormal,romance,fiction"
565988,1226.0,The Time Traveler's Wife,Paperback,498072,528,2003,"fiction,romance,fantasy,paranormal,history,historical fiction,biography"
567272,19721.0,When Breath Becomes Air,Hardcover,"14031444,93353",230,2016,"non-fiction,history,historical fiction,biography,fiction,comics,graphic"
568197,25754.0,"1,000 Places to See Before You Die",Paperback,350,992,2003,"non-fiction,history,historical fiction,biography"
570424,8392.0,American Psycho,Paperback,2751,399,1991,"fiction,mystery,thriller,crime"
571304,20759.0,"The $100 Startup: Reinvent the Way You Make a Living, Do What You Love, and Create a New Future",Hardcover,3367145,268,2012,non-fiction
571435,1601.0,Orphan Train,Paperback,157146,278,2013,"fiction,history,historical fiction,biography,young-adult"
575014,77765.0,Wall and Piece,Paperback,28811,240,2006,"non-fiction,history,historical fiction,biography,comics,graphic,poetry"
577651,7340.0,"Murder at the Vicarage (Miss Marple, #1)",Hardcover,123715,288,2006,"mystery,thriller,crime,fiction,history,historical fiction,biography"
579081,1518.0,The Nest,Hardcover,393731,368,2016,fiction
579914,20789.0,Don Quixote,Paperback,"4037220,69766,492304",1023,2003,"fiction,history,historical fiction,biography,fantasy,paranormal"
581821,1000.0,"Twilight (Twilight, #1)",Paperback,941441,498,2006,"young-adult,fantasy,paranormal,fiction,romance"
584531,6194.0,"The Knife of Never Letting Go (Chaos Walking, #1)",Hardcover,370361,479,2008,"young-adult,fiction,fantasy,paranormal,mystery,thriller,crime,romance"
586613,14576.0,Carry On,Hardcover,4208569,522,2015,"romance,fantasy,paranormal,young-adult,fiction,mystery,thriller,crime"
587090,80.0,Wonder (Wonder #1),Hardcover,4859212,316,2012,"young-adult,fiction,children"
589617,741.0,Their Eyes Were Watching God,Paperback,15151,237,2006,"fiction,history,historical fiction,biography,romance,young-adult"
591597,50780.0,"The Pianist: The Extraordinary Story of One Man's Survival in Warsaw, 1939–45",Hardcover,"1803294,25355",222,1999,"non-fiction,history,historical fiction,biography,fiction,comics,graphic"
592429,19298.0,"Midnight Sun (Twilight, #1.5)",ebook,941441,264,2008,"young-adult,fantasy,paranormal,romance,fiction"
600271,38819.0,Eleven Minutes,Paperback,"566,24758",273,2003,"fiction,romance"
600272,23355.0,Veronika Decides to Die,Paperback,"566,24758",210,2006,"romance,fiction,young-adult,mystery,thriller,crime,non-fiction"
603775,19893.0,"Darkly Dreaming Dexter (Dexter, #1)",Paperback,10482,288,2006,"fiction,mystery,thriller,crime,fantasy,paranormal"
604955,28558.0,Manuscript Found in Accra,Hardcover,"566,24758",208,2013,"fiction,history,historical fiction,biography,non-fiction,fantasy,paranormal"
605603,14849.0,The Last Song,Hardcover,2345,390,2009,"romance,fiction,young-adult"
605987,27909.0,The 3 Mistakes of My Life,Paperback,61124,258,2008,"fiction,romance,young-adult,non-fiction"
609192,150.0,Never Let Me Go,Paperback,4280,288,2010,"fiction,romance,fantasy,paranormal,young-adult,mystery,thriller,crime"
616034,19521.0,"The Blood of Olympus (The Heroes of Olympus, #5)",Hardcover,15872,516,2014,"fantasy,paranormal,young-adult,fiction,romance,children"
620418,412.0,Quiet: The Power of Introverts in a World That Can't Stop Talking,Hardcover,4101935,337,2012,"non-fiction,history,historical fiction,biography"
628813,1079.0,The Absolutely True Diary of a Part-Time Indian,Hardcover,"4174,202782",230,2007,"fiction,young-adult,non-fiction,history,historical fiction,biography,children,comics,graphic"
635727,1116.0,"New Moon (Twilight, #2)",Hardcover,941441,563,2006,"young-adult,fantasy,paranormal,romance,fiction"
636222,179221.0,Can Love Happen Twice?,Paperback,800588,224,2011,"romance,fiction,young-adult"
638686,23178.0,شيكاجو,Paperback,"4465322,73947",456,2007,fiction
641568,25161.0,The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,Paperback,162578,138,2010,non-fiction
646878,475.0,"Wolf Hall (Thomas Cromwell, #1)",Paperback,58851,653,2010,"fiction,history,historical fiction,biography"
650377,6399.0,"Lover Eternal (Black Dagger Brotherhood, #2)",Mass Market Paperback,20248,441,2006,"fantasy,paranormal,romance,fiction"
653371,1621.0,The Casual Vacancy,Hardcover,1077326,503,2012,"fiction,mystery,thriller,crime,fantasy,paranormal"
654786,20631.0,Redeeming Love,Paperback,6492,464,2005,"fiction,romance,history,historical fiction,biography,young-adult"
656184,1241.0,Milk and Honey,Paperback,8075577,204,2014,"poetry,non-fiction,romance,fiction,young-adult"
659540,827.0,"The Celestine Prophecy (Celestine Prophecy, #1)",Paperback,8203,247,1997,"fiction,fantasy,paranormal,non-fiction,mystery,thriller,crime"
659770,13185.0,The Prince,Paperback,"16201,68040,260074,807652",140,2003,"non-fiction,history,historical fiction,biography,fiction"
662986,7487.0,"Torment (Fallen, #2)",Hardcover,2905297,452,2010,"young-adult,fantasy,paranormal,romance,fiction,mystery,thriller,crime"
664121,7048.0,"City of Fallen Angels (The Mortal Instruments, #4)",Hardcover,150038,424,2011,"fantasy,paranormal,young-adult,romance,fiction"
665173,19985.0,Chanakya's Chant,Paperback,4230687,448,2010,"fiction,history,historical fiction,biography,mystery,thriller,crime,fantasy,paranormal"
668211,28928.0,The World Is Flat: A Brief History of the Twenty-first Century,Hardcover,16759765,616,2006,"non-fiction,history,historical fiction,biography"
675575,7220.0,"The Notebook (The Notebook, #1)",Hardcover,2345,214,2004,"fiction,romance,young-adult,history,historical fiction,biography"
677089,23350.0,The Divine Comedy,Hardcover,"5031312,198144,7333",798,1995,"poetry,fiction,fantasy,paranormal,history,historical fiction,biography"
685239,6164.0,"Blue Bloods (Blue Bloods, #1)",Hardcover,21911,302,2007,"young-adult,fantasy,paranormal,romance,fiction,mystery,thriller,crime"
686147,1186.0,Under the Tuscan Sun,Paperback,4826,304,1997,"non-fiction,fiction,romance,history,historical fiction,biography"
687827,12962.0,"The Wise Man's Fear (The Kingkiller Chronicle, #2)",Hardcover,108424,994,2011,"fantasy,paranormal,fiction,romance,young-adult"
688356,21080.0,"The House of Hades (The Heroes of Olympus, #4)",Hardcover,15872,597,2013,"fantasy,paranormal,young-adult,fiction,romance,children"
689359,19587.0,History of Beauty,Hardcover,"1730,619471,33795",432,2004,"non-fiction,history,historical fiction,biography,fiction"
694198,1001.0,The Tenant of Wildfell Hall,Paperback,"8249,8253",542,1996,"fiction,romance,history,historical fiction,biography,mystery,thriller,crime"
695104,17582.0,What I Talk About When I Talk About Running,Hardcover,"3354,403782",188,2008,"non-fiction,history,historical fiction,biography,fiction,comics,graphic"
696499,85486.0,The Krishna Key,Paperback,4230687,475,2012,"fiction,mystery,thriller,crime,history,historical fiction,biography,fantasy,paranormal"
700930,7225.0,She's Come Undone,Mass Market Paperback,3505,465,1998,"fiction,young-adult,romance"
703266,2589.0,The Waste Lands,Hardcover,"3389,7431",422,2003,"fantasy,paranormal,fiction,mystery,thriller,crime"
703555,7388.0,King Lear,Paperback,947,316,2004,"fiction,poetry,history,historical fiction,biography"
709212,185032.0,بضع ساعات في يوم ما,Paperback,2994581,154,2012,"romance,fiction"
710688,28688.0,The Case for Christ,Paperback,639,367,1998,"non-fiction,history,historical fiction,biography,fiction"
712446,19503.0,"Red Queen (Red Queen, #1)",Hardcover,7074943,383,2015,"fantasy,paranormal,young-adult,fiction,romance"
715554,839.0,Lord of the Flies,Paperback,306,182,1999,"fiction,young-adult,fantasy,paranormal,history,historical fiction,biography,children,mystery,thriller,crime"
721994,14060.0,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Paperback,3416,269,1995,non-fiction
722879,19990.0,"The Immortals of Meluha (Shiva Trilogy, #1)",Paperback,4343092,436,2010,"fiction,fantasy,paranormal,history,historical fiction,biography,romance,mystery,thriller,crime"
723696,862.0,The Catcher in the Rye,Paperback,819789,277,2001,"fiction,young-adult,history,historical fiction,biography"
724415,19074.0,Oliver Twist,Paperback,"239579,68038,11022",608,2003,"fiction,history,historical fiction,biography,young-adult,children,mystery,thriller,crime"
726156,24716.0,A Moveable Feast,Paperback,1455,182,2012,"non-fiction,fiction,history,historical fiction,biography,comics,graphic"
726937,1117.0,"Breaking Dawn (Twilight, #4)",Hardcover,941441,756,2008,"fantasy,paranormal,young-adult,romance,fiction"
738211,879.0,The Count of Monte Cristo,Paperback,"4785,224319",1276,2003,"fiction,history,historical fiction,biography,romance,mystery,thriller,crime,fantasy,paranormal"
738350,307.0,"Where'd You Go, Bernadette",Hardcover,1588088,330,2012,"fiction,mystery,thriller,crime,young-adult"
744147,17190.0,David Copperfield,Paperback,"239579,63801",974,2004,"fiction,history,historical fiction,biography,romance,young-adult,children"
744885,1408.0,The Guernsey Literary and Potato Peel Pie Society,Hardcover,"1194527,63116",277,2008,"fiction,history,historical fiction,biography,romance"
745052,1242.0,What Alice Forgot,Paperback,322069,476,2010,"fiction,romance,mystery,thriller,crime"
747754,16629.0,Steal Like an Artist: 10 Things Nobody Told You About Being Creative,Paperback,2985039,160,2012,"non-fiction,comics,graphic"
748856,6452.0,"Beautiful Disaster (Beautiful, #1)",Kindle Edition,4464118,319,2011,"romance,young-adult,fiction"
750343,13190.0,Cloud Atlas,Paperback,6538289,509,2004,"fiction,history,historical fiction,biography,fantasy,paranormal,mystery,thriller,crime,romance"
751508,7506.0,"Crescendo (Hush, Hush, #2)",Hardcover,2876763,427,2010,"young-adult,fantasy,paranormal,romance,fiction,mystery,thriller,crime"
753794,58137.0,"James Potter and the Vault of Destinies (James Potter, #3)",ebook,1127619,803,2010,"fantasy,paranormal,young-adult,fiction,mystery,thriller,crime,children"
773688,20001.0,"Death on the Nile (Hercule Poirot, #17)",Paperback,123715,214,1978,"mystery,thriller,crime,fiction,history,historical fiction,biography,romance"
774944,8043.0,Tuesdays with Morrie,Paperback,"2331,4840538",210,2000,"non-fiction,fiction,history,historical fiction,biography,young-adult,comics,graphic"
776119,35746.0,Ways of Seeing,Paperback,29919,176,1990,"non-fiction,history,historical fiction,biography,comics,graphic"
777828,707.0,A Tale of Two Cities,Paperback,"239579,61986,3128534",489,2003,"fiction,history,historical fiction,biography,romance,young-adult"
777862,17036.0,When You Are Engulfed in Flames,Hardcover,2849,323,2008,"non-fiction,fiction,history,historical fiction,biography,comics,graphic"
779200,15467.0,Blink: The Power of Thinking Without Thinking,Paperback,1439,296,2007,"non-fiction,fiction"
780168,15450.0,"Pride and Prejudice and Zombies (Pride and Prejudice and Zombies, #1)",Paperback,"169377,1265",320,2009,"fantasy,paranormal,romance,fiction,history,historical fiction,biography,young-adult,mystery,thriller,crime"
780696,70626.0,قواعد العشق الأربعون: رواية عن جلال الدين الرومي,Paperback,"6542440,2890837,6517464",511,2012,"fiction,history,historical fiction,biography,romance,poetry"
784636,19870.0,The Song of Achilles,Hardcover,176372,352,2011,"fiction,history,historical fiction,biography,fantasy,paranormal,romance,young-adult"
785130,8378.0,"Along Came a Spider (Alex Cross, #1)",Paperback,3780,435,2003,"mystery,thriller,crime,fiction"
785133,797.0,"Kiss the Girls (Alex Cross, #2)",Paperback,3780,458,2000,"mystery,thriller,crime,fiction"
786464,407.0,11/22/63,Hardcover,3389,849,2011,"fiction,history,historical fiction,biography,fantasy,paranormal,mystery,thriller,crime,romance"
790416,7099.0,1Q84,Hardcover,"3354,7306,403782",925,2011,"fiction,fantasy,paranormal,mystery,thriller,crime,romance"
794894,848.0,The Grapes of Wrath,Paperback,585,455,2002,"fiction,history,historical fiction,biography,young-adult"
796333,70895.0,بيكاسو وستاربكس,Paperback,4698951,175,2011,non-fiction
796566,17218.0,Invisible Monsters,Paperback,2546,297,2000,"fiction,mystery,thriller,crime"
799089,13372.0,Into the Water,Hardcover,1063732,386,2017,"mystery,thriller,crime,fiction"
803903,39583.0,You're Never Weird on the Internet,Hardcover,"3440476,18015",272,2015,"non-fiction,history,historical fiction,biography,comics,graphic"
804346,621.0,In Cold Blood,Paperback,431149,343,1994,"non-fiction,mystery,thriller,crime,fiction,history,historical fiction,biography"
806148,772.0,The Hobbit,Paperback,656983,366,2002,"young-adult,fantasy,paranormal,children,fiction"
811136,7517.0,"Matched (Matched, #1)",Hardcover,1304470,369,2010,"young-adult,romance,fiction,fantasy,paranormal"
812836,2787.0,"Heir of Fire (Throne of Glass, #3)",Hardcover,3433047,565,2014,"fantasy,paranormal,young-adult,romance,fiction,mystery,thriller,crime"
814482,19541.0,"Shopaholic & Baby (Shopaholic, #5)",Hardcover,6160,359,2007,"fiction,romance,young-adult"
815099,7222.0,"Delirium (Delirium, #1)",Paperback,2936493,441,2012,"young-adult,romance,fiction,fantasy,paranormal"
816530,20614.0,Imagine: How Creativity Works,Hardcover,428923,279,2012,"non-fiction,fiction,history,historical fiction,biography"
818840,14045.0,Secrets of the Millionaire Mind: Mastering the Inner Game of Wealth,Hardcover,8656,212,2005,non-fiction
821861,1009.0,The Memory Keeper's Daughter,Paperback,6876,401,2006,"fiction,history,historical fiction,biography,mystery,thriller,crime,romance,young-adult"
822601,7360.0,"A Scandal in Bohemia (The Adventures of Sherlock Holmes, #1)",Paperback,"752721,2448",85,2000,"fiction,history,historical fiction,biography,mystery,thriller,crime,young-adult"
822742,13565.0,"The Fiery Cross (Outlander, #5)",Mass Market Paperback,3617,1443,2005,"fiction,history,historical fiction,biography,romance,fantasy,paranormal"
822745,1555.0,"Outlander (Outlander, #1)",Mass Market Paperback,3617,850,2005,"fiction,history,historical fiction,biography,fantasy,paranormal,romance"
827076,588.0,"I, Robot (Robot #0.1)",Hardcover,16667,224,2004,"fiction,fantasy,paranormal,mystery,thriller,crime"
828995,7381.0,V for Vendetta,Hardcover,"3961,3960",296,2005,"comics,graphic,fiction,fantasy,paranormal,mystery,thriller,crime,history,historical fiction,biography"
829223,117157.0,وصايا,Paperback,1311839,125,2012,non-fiction
829706,21451.0,I Was Here,Hardcover,295178,270,2015,"young-adult,romance,fiction,mystery,thriller,crime"
831844,6699.0,"Entwined with You (Crossfire, #3)",Paperback,19823,356,2013,"romance,fiction"
836001,858.0,The Great Gatsby,Paperback,3190,180,2004,"fiction,history,historical fiction,biography,romance,young-adult"
837259,30021.0,The Beauty Myth,Paperback,22393,368,2002,non-fiction
840141,675.0,"The Restaurant at the End of the Universe (Hitchhiker's Guide, #2)",Paperback,4,250,2009,"fiction,fantasy,paranormal,young-adult"
842649,52747.0,"Adulthood Is a Myth (Sarah's Scribbles, #1)",Paperback,14144506,112,2016,"comics,graphic,non-fiction,fiction,young-adult,history,historical fiction,biography"
847128,12940.0,Beautiful Ruins,Hardcover,12667,337,2012,"fiction,history,historical fiction,biography,romance"
850703,7989.0,The Screwtape Letters,Hardcover,1069006,223,2013,"fiction,fantasy,paranormal,non-fiction"
852437,23737.0,غربة الياسمين,Paperback,6447490,407,2015,"romance,fiction"
856214,1088.0,The Shack,Paperback,15481463,252,2007,"fiction,fantasy,paranormal,mystery,thriller,crime,non-fiction"
856234,51.0,"The Pillars of the Earth (Kingsbridge, #1)",Paperback,"3447,4502788",973,2002,"fiction,history,historical fiction,biography,fantasy,paranormal,romance,mystery,thriller,crime"
861042,944.0,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",Paperback,"1077326,2927",652,2006,"fantasy,paranormal,young-adult,fiction,children,mystery,thriller,crime,romance"
865193,7673.0,Schindler's List,Paperback,6900,429,1994,"history,historical fiction,biography,non-fiction,fiction,comics,graphic"
865903,13705.0,The Strange Case of Dr. Jekyll and Mr. Hyde and Other Tales of Terror,Paperback,"854076,29004",178,2003,"fiction,fantasy,paranormal,mystery,thriller,crime,history,historical fiction,biography"
870470,19073.0,The Adventures of Tom Sawyer,Paperback,"1244,2022,22653",225,2006,"fiction,young-adult,history,historical fiction,biography,children"
870714,7208.0,The Girls,Hardcover,2926065,355,2016,"fiction,history,historical fiction,biography,mystery,thriller,crime,young-adult"
873294,417.0,Bossypants,Kindle Edition,4385839,283,2011,"non-fiction,history,historical fiction,biography,comics,graphic,fiction"
876460,19888.0,"Julie and Julia: 365 Days, 524 Recipes, 1 Tiny Apartment Kitchen: How One Girl Risked Her Marriage, Her Job, and Her Sanity to Master the Art of Living",Hardcover,8546,310,2005,"non-fiction,history,historical fiction,biography,fiction"
876570,7382.0,Mansfield Park,Paperback,1265,560,2003,"fiction,romance,history,historical fiction,biography"
878580,7978.0,The Prophet,Paperback,6466154,127,2010,"poetry,fiction,non-fiction"
880465,17543.0,The Old Man and the Sea,Hardcover,1455,132,1996,"fiction,history,historical fiction,biography,young-adult"
886644,301.0,"The Cuckoo's Calling (Cormoran Strike, #1)",Hardcover,"383606,1077326",455,2013,"mystery,thriller,crime,fiction"
888535,23921.0,شاب كشك في رحلة البحث عن الجادون,Paperback,5013252,189,2012,non-fiction
890817,12903.0,"The Magician's Nephew (Chronicles of Narnia, #6)",Paperback,1069006,221,2005,"fantasy,paranormal,fiction,young-adult,children"
892062,5467.0,"The Sea of Monsters (Percy Jackson and the Olympians, #2)",Hardcover,15872,279,2006,"fantasy,paranormal,young-adult,fiction,children,romance"
892063,7008.0,"The Lightning Thief (Percy Jackson and the Olympians, #1)",Paperback,15872,375,2006,"fantasy,paranormal,young-adult,fiction,children,mystery,thriller,crime"
893047,553.0,Les Misérables,Mass Market Paperback,"13661,655301,444488",1463,1987,"fiction,history,historical fiction,biography,romance"
893051,23316.0,Les Misérables,Hardcover,"13661,35796,579496",1480,1998,"fiction,history,historical fiction,biography,romance"
893252,13549.0,Rebecca,ebook,2001717,449,2013,"fiction,mystery,thriller,crime,romance,history,historical fiction,biography"
894969,15090.0,The Tales of Beedle the Bard,Hardcover,1077326,109,2008,"fantasy,paranormal,young-adult,fiction,children"
895256,7376.0,"The Walking Dead, Vol. 01: Days Gone Bye",Paperback,"12425,16965",144,2013,"comics,graphic,fiction,fantasy,paranormal,mystery,thriller,crime"
896376,16825.0,Perfume: The Story of a Murderer,Paperback,"39402,60286",263,1987,"fiction,history,historical fiction,biography,mystery,thriller,crime,fantasy,paranormal"
896949,7964.0,Anne Frank Remembered: The Story of the Woman Who Helped to Hide the Frank Family,Paperback,"3724,3723",252,1988,"non-fiction,history,historical fiction,biography,young-adult,fiction,children"
901148,50994.0,"Persepolis, Volume 1",Paperback,6238,76,2000,"comics,graphic,non-fiction,fiction,history,historical fiction,biography,young-adult"
901672,1513.0,Defending Jacob,Hardcover,218843,421,2012,"fiction,mystery,thriller,crime"
902010,1004.0,Room,Hardcover,23613,321,2010,"fiction,mystery,thriller,crime,young-adult"
904714,2403.0,"Queen of Shadows (Throne of Glass, #4)",Hardcover,3433047,648,2015,"fantasy,paranormal,young-adult,romance,fiction"
911880,17622.0,"Odd Thomas (Odd Thomas, #1)",Paperback,9355,446,2006,"fiction,mystery,thriller,crime,fantasy,paranormal,romance"
913467,23934.0,الأسود يليق بك,Paperback,"1109606,2993185",331,2012,"romance,fiction"
914096,39071.0,Emotional Intelligence: Why It Can Matter More Than IQ,Hardcover,829,384,2006,non-fiction
918448,17274.0,"Elantris (Elantris, #1)",Mass Market Paperback,38550,615,2006,"fantasy,paranormal,fiction,romance,young-adult,mystery,thriller,crime"
918451,12966.0,"The Final Empire (Mistborn, #1)",Hardcover,38550,541,2006,"fantasy,paranormal,fiction,young-adult,romance"
919258,1271.0,The Sun Is Also a Star,Hardcover,7353006,348,2016,"young-adult,romance,fiction"
919708,6809.0,"The Rise of Nine (Lorien Legacies, #3)",Hardcover,3380908,360,2012,"young-adult,fantasy,paranormal,fiction,romance,mystery,thriller,crime"
920842,7238.0,Flowers for Algernon,Paperback,11072,311,2005,"fiction,young-adult,fantasy,paranormal,romance,children"
923386,15479.0,The Thorn Birds,Mass Market Paperback,4917067,692,2003,"fiction,history,historical fiction,biography,romance"
