,book_id,title,format,authors,size,publicationYear,genres
638686,23178.0,شيكاجو,Paperback,"4465322,73947",456,2007,fiction
639311,267.0,"Mockingjay (The Hunger Games, #3)",Kindle Edition,153394,390,2010,"young-adult,fiction,fantasy,paranormal,romance,mystery,thriller,crime"
639441,17964.0,Helter Skelter: The True Story of the Manson Murders,Paperback,"28828,61345",689,2001,"non-fiction,mystery,thriller,crime,history,historical fiction,biography,fiction"
641022,1554.0,"Siege and Storm (The Grisha, #2)",Hardcover,4575289,435,2013,"fantasy,paranormal,young-adult,romance,fiction"
641568,25161.0,The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,Paperback,162578,138,2010,non-fiction
646878,475.0,"Wolf Hall (Thomas Cromwell, #1)",Paperback,58851,653,2010,"fiction,history,historical fiction,biography"
650377,6399.0,"Lover Eternal (Black Dagger Brotherhood, #2)",Mass Market Paperback,20248,441,2006,"fantasy,paranormal,romance,fiction"
652866,18919.0,Hoot,Paperback,8178,292,2006,"young-adult,fiction,children,mystery,thriller,crime"
653371,1621.0,The Casual Vacancy,Hardcover,1077326,503,2012,"fiction,mystery,thriller,crime,fantasy,paranormal"
653576,21074.0,On the Jellicoe Road,Paperback,47104,290,2006,"young-adult,romance,mystery,thriller,crime,fiction"
654786,20631.0,Redeeming Love,Paperback,6492,464,2005,"fiction,romance,history,historical fiction,biography,young-adult"
655780,17542.0,Aesop's Fables,Paperback,"12452,732554,2889648",306,2003,"fiction,children,fantasy,paranormal,young-adult,history,historical fiction,biography,poetry"
656184,1241.0,Milk and Honey,Paperback,8075577,204,2014,"poetry,non-fiction,romance,fiction,young-adult"
658346,4731.0,"Poison Study (Study, #1)",Paperback,445303,409,2007,"fantasy,paranormal,young-adult,fiction,romance,mystery,thriller,crime,history,historical fiction,biography"
659540,827.0,"The Celestine Prophecy (Celestine Prophecy, #1)",Paperback,8203,247,1997,"fiction,fantasy,paranormal,non-fiction,mystery,thriller,crime"
659770,13185.0,The Prince,Paperback,"16201,68040,260074,807652",140,2003,"non-fiction,history,historical fiction,biography,fiction"
660010,16417.0,Just Mercy: A Story of Justice and Redemption,Hardcover,4396806,336,2014,"non-fiction,history,historical fiction,biography,mystery,thriller,crime,fiction"
661636,18269.0,Unbearable Lightness: A Story of Loss and Gain,Paperback,3405767,320,2010,"non-fiction,history,historical fiction,biography,fiction,comics,graphic"
661816,63999.0,"Marked / Betrayed / Chosen / Untamed (House of Night, #1-4)",Paperback,"17015,17010",1264,2009,"young-adult,fantasy,paranormal,romance,fiction,mystery,thriller,crime"
662986,7487.0,"Torment (Fallen, #2)",Hardcover,2905297,452,2010,"young-adult,fantasy,paranormal,romance,fiction,mystery,thriller,crime"
663930,61659.0,Existentialism Is a Humanism,Paperback,"1466,17131,59948,5788696",108,2007,non-fiction
664121,7048.0,"City of Fallen Angels (The Mortal Instruments, #4)",Hardcover,150038,424,2011,"fantasy,paranormal,young-adult,romance,fiction"
665173,19985.0,Chanakya's Chant,Paperback,4230687,448,2010,"fiction,history,historical fiction,biography,mystery,thriller,crime,fantasy,paranormal"
667376,68359.0,Better Homes and Gardens New Cook Book,Hardcover,6448979,576,2003,non-fiction
667732,14945.0,"The Opal Deception  (Artemis Fowl, #4)",Paperback,10896,416,2009,"young-adult,fiction,fantasy,paranormal,children,mystery,thriller,crime"
667733,19958.0,"The Arctic Incident (Artemis Fowl, #2)",Paperback,10896,277,2004,"fantasy,paranormal,young-adult,fiction,children,mystery,thriller,crime"
668211,28928.0,The World Is Flat: A Brief History of the Twenty-first Century,Hardcover,16759765,616,2006,"non-fiction,history,historical fiction,biography"
675175,25232.0,"Wherever You Go, There You Are: Mindfulness Meditation in Everyday Life",Paperback,8750,304,2005,non-fiction
675368,66629.0,Think Like a Freak,ebook,"798,1928",304,2014,non-fiction
675575,7220.0,"The Notebook (The Notebook, #1)",Hardcover,2345,214,2004,"fiction,romance,young-adult,history,historical fiction,biography"
675957,20729.0,Villette,Paperback,"1036615,1169504,5237086,27003",573,2001,"fiction,romance,history,historical fiction,biography"
675959,24368.0,The Professor,Hardcover,1036615,269,1999,"fiction,romance,history,historical fiction,biography"
676208,7959.0,"Are You There God? It's Me, Margaret",Hardcover,12942,149,2001,"young-adult,fiction,children"
677089,23350.0,The Divine Comedy,Hardcover,"5031312,198144,7333",798,1995,"poetry,fiction,fantasy,paranormal,history,historical fiction,biography"
677682,14812.0,Olive Kitteridge,Hardcover,97313,270,2008,"fiction,history,historical fiction,biography"
678236,7956.0,Travels with Charley: In Search of America,Paperback,585,214,2002,"non-fiction,history,historical fiction,biography,fiction"
680067,162868.0,Battlefield Of The Mind: Winning The Battle In Your Mind,Paperback,8352,328,2002,non-fiction
685239,6164.0,"Blue Bloods (Blue Bloods, #1)",Hardcover,21911,302,2007,"young-adult,fantasy,paranormal,romance,fiction,mystery,thriller,crime"
686147,1186.0,Under the Tuscan Sun,Paperback,4826,304,1997,"non-fiction,fiction,romance,history,historical fiction,biography"
687827,12962.0,"The Wise Man's Fear (The Kingkiller Chronicle, #2)",Hardcover,108424,994,2011,"fantasy,paranormal,fiction,romance,young-adult"
688356,21080.0,"The House of Hades (The Heroes of Olympus, #4)",Hardcover,15872,597,2013,"fantasy,paranormal,young-adult,fiction,romance,children"
689359,19587.0,History of Beauty,Hardcover,"1730,619471,33795",432,2004,"non-fiction,history,historical fiction,biography,fiction"
690308,20034.0,My Ántonia,Paperback,881203,232,2000,"fiction,history,historical fiction,biography,young-adult,romance"
690309,16826.0,Marie Antoinette: The Journey,Paperback,6582,512,2006,"history,historical fiction,biography,non-fiction,fiction,comics,graphic"
691005,48581.0,Joni: An Unforgettable Story,Paperback,"3715,104271",205,2001,"non-fiction,history,historical fiction,biography,young-adult,fiction,comics,graphic"
692213,21366.0,"Blood Song (Raven's Shadow, #1)",Kindle Edition,5804101,591,2012,"fantasy,paranormal,fiction,young-adult"
693036,49748.0,The Sign of Four,Paperback,"2448,16881,75548",129,2001,"mystery,thriller,crime,fiction,history,historical fiction,biography"
693801,8039.0,The First Phone Call from Heaven,Hardcover,2331,323,2013,"fiction,mystery,thriller,crime,fantasy,paranormal"
694198,1001.0,The Tenant of Wildfell Hall,Paperback,"8249,8253",542,1996,"fiction,romance,history,historical fiction,biography,mystery,thriller,crime"
694854,50537.0,"The Complete Anne of Green Gables Boxed Set (Anne of Green Gables, #1-8)",Paperback,5350,2088,1998,"children,romance,history,historical fiction,biography,fiction,young-adult"
695104,17582.0,What I Talk About When I Talk About Running,Hardcover,"3354,403782",188,2008,"non-fiction,history,historical fiction,biography,fiction,comics,graphic"
696499,85486.0,The Krishna Key,Paperback,4230687,475,2012,"fiction,mystery,thriller,crime,history,historical fiction,biography,fantasy,paranormal"
700930,7225.0,She's Come Undone,Mass Market Paperback,3505,465,1998,"fiction,young-adult,romance"
703266,2589.0,The Waste Lands,Hardcover,"3389,7431",422,2003,"fantasy,paranormal,fiction,mystery,thriller,crime"
703547,1568.0,"Messenger (The Giver, #3)",Paperback,2493,169,2006,"young-adult,fiction,fantasy,paranormal,children"
703555,7388.0,King Lear,Paperback,947,316,2004,"fiction,poetry,history,historical fiction,biography"
704061,17376.0,"Prince of Thorns (The Broken Empire, #1)",Hardcover,4721536,384,2011,"fantasy,paranormal,fiction,young-adult"
704118,12800.0,"The Slippery Slope (A Series of Unfortunate Events, #10)",Hardcover,"36746,44524",337,2003,"fiction,young-adult,children,fantasy,paranormal,mystery,thriller,crime"
708189,13040.0,"Nudge: Improving Decisions About Health, Wealth, and Happiness",Hardcover,"65483,62303",304,2008,non-fiction
708385,719.0,Beowulf,Paperback,"4699102,29574",213,2001,"fiction,fantasy,paranormal,history,historical fiction,biography,poetry,non-fiction"
710688,28688.0,The Case for Christ,Paperback,639,367,1998,"non-fiction,history,historical fiction,biography,fiction"
712446,19503.0,"Red Queen (Red Queen, #1)",Hardcover,7074943,383,2015,"fantasy,paranormal,young-adult,fiction,romance"
714677,6403.0,"Lover Enshrined (Black Dagger Brotherhood, #6)",Mass Market Paperback,20248,534,2008,"fantasy,paranormal,romance,fiction"
715554,839.0,Lord of the Flies,Paperback,306,182,1999,"fiction,young-adult,fantasy,paranormal,history,historical fiction,biography,children,mystery,thriller,crime"
715909,28631.0,Mythology: Timeless Tales of Gods and Heroes,Paperback,"13263,531088",497,1998,"non-fiction,fiction,history,historical fiction,biography,fantasy,paranormal"
716698,22859.0,Going Bovine,Hardcover,2526,480,2009,"young-adult,fantasy,paranormal,fiction,romance"
721994,14060.0,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Paperback,3416,269,1995,non-fiction
722326,119140.0,Girl Meets God,Paperback,27634,320,2003,"non-fiction,history,historical fiction,biography"
722879,19990.0,"The Immortals of Meluha (Shiva Trilogy, #1)",Paperback,4343092,436,2010,"fiction,fantasy,paranormal,history,historical fiction,biography,romance,mystery,thriller,crime"
723696,862.0,The Catcher in the Rye,Paperback,819789,277,2001,"fiction,young-adult,history,historical fiction,biography"
724415,19074.0,Oliver Twist,Paperback,"239579,68038,11022",608,2003,"fiction,history,historical fiction,biography,young-adult,children,mystery,thriller,crime"
726156,24716.0,A Moveable Feast,Paperback,1455,182,2012,"non-fiction,fiction,history,historical fiction,biography,comics,graphic"
726937,1117.0,"Breaking Dawn (Twilight, #4)",Hardcover,941441,756,2008,"fantasy,paranormal,young-adult,romance,fiction"
730056,6085.0,"Fallen Too Far (Rosemary Beach, #1; Too Far, #1)",Kindle Edition,4872191,300,2012,"romance,young-adult,fiction"
731285,6162.0,"Revelations (Blue Bloods, #3)",Hardcover,21911,264,2008,"young-adult,fantasy,paranormal,romance,fiction,mystery,thriller,crime"
733518,17268.0,"Before They Are Hanged (The First Law, #2)",Trade Paperback,276660,441,2007,"fantasy,paranormal,fiction"
738211,879.0,The Count of Monte Cristo,Paperback,"4785,224319",1276,2003,"fiction,history,historical fiction,biography,romance,mystery,thriller,crime,fantasy,paranormal"
738350,307.0,"Where'd You Go, Bernadette",Hardcover,1588088,330,2012,"fiction,mystery,thriller,crime,young-adult"
740451,35020.0,The Miracle of Mindfulness: An Introduction to the Practice of Meditation,Paperback,9074,160,1999,non-fiction
742135,66615.0,The Last Don,Paperback,12605,498,1997,"fiction,mystery,thriller,crime,history,historical fiction,biography"
744147,17190.0,David Copperfield,Paperback,"239579,63801",974,2004,"fiction,history,historical fiction,biography,romance,young-adult,children"
744345,19334.0,"Lord of Shadows (The Dark Artifices, #2)",Hardcover,150038,701,2017,"fantasy,paranormal,young-adult,romance,fiction,mystery,thriller,crime"
744885,1408.0,The Guernsey Literary and Potato Peel Pie Society,Hardcover,"1194527,63116",277,2008,"fiction,history,historical fiction,biography,romance"
745052,1242.0,What Alice Forgot,Paperback,322069,476,2010,"fiction,romance,mystery,thriller,crime"
747754,16629.0,Steal Like an Artist: 10 Things Nobody Told You About Being Creative,Paperback,2985039,160,2012,"non-fiction,comics,graphic"
748137,21923.0,"Janet Evanovich Three and Four Two-Book Set (Stephanie Plum, #3-4)",Mass Market Paperback,2384,682,2002,"mystery,thriller,crime,fiction,romance"
748856,6452.0,"Beautiful Disaster (Beautiful, #1)",Kindle Edition,4464118,319,2011,"romance,young-adult,fiction"
749363,21377.0,"Redwall (Redwall, #1)",Paperback,5329,352,2006,"fantasy,paranormal,young-adult,fiction,children"
749817,1558.0,The Kind Worth Killing,Hardcover,7142445,320,2015,"mystery,thriller,crime,fiction"
750343,13190.0,Cloud Atlas,Paperback,6538289,509,2004,"fiction,history,historical fiction,biography,fantasy,paranormal,mystery,thriller,crime,romance"
751508,7506.0,"Crescendo (Hush, Hush, #2)",Hardcover,2876763,427,2010,"young-adult,fantasy,paranormal,romance,fiction,mystery,thriller,crime"
751916,17627.0,"Full Dark, No Stars",Hardcover,3389,368,2010,"fiction,mystery,thriller,crime,fantasy,paranormal"
753794,58137.0,"James Potter and the Vault of Destinies (James Potter, #3)",ebook,1127619,803,2010,"fantasy,paranormal,young-adult,fiction,mystery,thriller,crime,children"
755862,7231.0,Chelsea Chelsea Bang Bang,Hardcover,20357,244,2010,"non-fiction,history,historical fiction,biography,fiction"
759105,20873.0,The Prayer of Jabez:  Breaking Through to the Blessed Life,Hardcover,3035771,93,2009,"non-fiction,fiction,history,historical fiction,biography"
759443,400.0,The Tale of Peter Rabbit,Hardcover,11593,72,2002,"children,fiction,fantasy,paranormal,young-adult"
760197,21464.0,Fingersmith,Paperback,25334,582,2002,"fiction,history,historical fiction,biography,mystery,thriller,crime,romance"
760568,609916.0,Finding Eden,ebook,6544009,184,2012,"young-adult,fantasy,paranormal,romance,fiction,mystery,thriller,crime"
760693,21802.0,Before I Die,Hardcover,628636,336,2007,"romance,fiction,young-adult"
763596,15100.0,"Guilty Pleasures (Anita Blake, Vampire Hunter, #1)",Paperback,9550,355,2004,"fantasy,paranormal,romance,fiction,mystery,thriller,crime"
769516,14946.0,"Grip of the Shadow Plague (Fablehaven, #3)",Hardcover,25052,477,2008,"fantasy,paranormal,young-adult,fiction,children,mystery,thriller,crime"
770543,214565.0,"""حكايات فرغلي المستكاوي ""حكايتى مع كفر السحلاوية",Paperback,3279601,127,2013,"fiction,fantasy,paranormal,comics,graphic,mystery,thriller,crime"
773688,20001.0,"Death on the Nile (Hercule Poirot, #17)",Paperback,123715,214,1978,"mystery,thriller,crime,fiction,history,historical fiction,biography,romance"
774539,13895.0,Goals!: How to Get Everything You Want Faster Than You Ever Thought Possible,Paperback,22033,291,2004,non-fiction
774944,8043.0,Tuesdays with Morrie,Paperback,"2331,4840538",210,2000,"non-fiction,fiction,history,historical fiction,biography,young-adult,comics,graphic"
776119,35746.0,Ways of Seeing,Paperback,29919,176,1990,"non-fiction,history,historical fiction,biography,comics,graphic"
776331,23692.0,"The Mysterious Island (Extraordinary Voyages, #12)",Paperback,"696805,27779,168380",723,2004,"fiction,fantasy,paranormal,mystery,thriller,crime,history,historical fiction,biography,young-adult,children"
777828,707.0,A Tale of Two Cities,Paperback,"239579,61986,3128534",489,2003,"fiction,history,historical fiction,biography,romance,young-adult"
777862,17036.0,When You Are Engulfed in Flames,Hardcover,2849,323,2008,"non-fiction,fiction,history,historical fiction,biography,comics,graphic"
778133,6808.0,"The Fall of Five (Lorien Legacies, #4)",Hardcover,3380908,355,2013,"young-adult,fantasy,paranormal,fiction,romance,mystery,thriller,crime"
779200,15467.0,Blink: The Power of Thinking Without Thinking,Paperback,1439,296,2007,"non-fiction,fiction"
780000,17624.0,The Mist,Paperback,3389,240,2007,"fiction,mystery,thriller,crime,fantasy,paranormal"
780168,15450.0,"Pride and Prejudice and Zombies (Pride and Prejudice and Zombies, #1)",Paperback,"169377,1265",320,2009,"fantasy,paranormal,romance,fiction,history,historical fiction,biography,young-adult,mystery,thriller,crime"
780658,19289.0,"The Awakening (The Vampire Diaries, #1)",Paperback,50873,311,1999,"young-adult,fantasy,paranormal,romance,fiction,mystery,thriller,crime"
780696,70626.0,قواعد العشق الأربعون: رواية عن جلال الدين الرومي,Paperback,"6542440,2890837,6517464",511,2012,"fiction,history,historical fiction,biography,romance,poetry"
780854,166.0,The Wisdom of Crowds,Paperback,38391,306,2005,"non-fiction,history,historical fiction,biography"
784636,19870.0,The Song of Achilles,Hardcover,176372,352,2011,"fiction,history,historical fiction,biography,fantasy,paranormal,romance,young-adult"
785130,8378.0,"Along Came a Spider (Alex Cross, #1)",Paperback,3780,435,2003,"mystery,thriller,crime,fiction"
785133,797.0,"Kiss the Girls (Alex Cross, #2)",Paperback,3780,458,2000,"mystery,thriller,crime,fiction"
786464,407.0,11/22/63,Hardcover,3389,849,2011,"fiction,history,historical fiction,biography,fantasy,paranormal,mystery,thriller,crime,romance"
787868,7896.0,The Rainmaker,Paperback,721,419,2005,"fiction,mystery,thriller,crime"
789180,77536.0,"Brain Rules: 12 Principles for Surviving and Thriving at Work, Home, and School",Hardcover,341696,301,2008,non-fiction
789215,6763.0,"Paranormalcy (Paranormalcy, #1)",Hardcover,3027554,335,2010,"young-adult,fantasy,paranormal,romance,fiction,mystery,thriller,crime"
789800,28001.0,for colored girls who have considered suicide/when the rainbow is enuf,Paperback,32677,80,1997,"poetry,fiction,non-fiction"
790416,7099.0,1Q84,Hardcover,"3354,7306,403782",925,2011,"fiction,fantasy,paranormal,mystery,thriller,crime,romance"
790729,16269.0,The Complete Fairy Tales,Hardcover,"6378,41876,69163,278924",803,1996,"children,fiction,young-adult,fantasy,paranormal,romance"
794894,848.0,The Grapes of Wrath,Paperback,585,455,2002,"fiction,history,historical fiction,biography,young-adult"
796333,70895.0,بيكاسو وستاربكس,Paperback,4698951,175,2011,non-fiction
796566,17218.0,Invisible Monsters,Paperback,2546,297,2000,"fiction,mystery,thriller,crime"
796890,12814.0,The Art of Hearing Heartbeats,Paperback,"786925,7061278",325,2012,"fiction,history,historical fiction,biography,romance,mystery,thriller,crime"
797463,20735.0,Wicked: The Grimmerie,Hardcover,"14013,14014,148442,3498741",192,2005,"fantasy,paranormal,non-fiction,fiction,romance,mystery,thriller,crime"
797689,68412.0,"Vampire Kisses: The Beginning (Vampire Kisses, #1-3)",Paperback,153734,562,2009,"fantasy,paranormal,romance,young-adult,fiction"
799085,1616.0,"The Sweetness at the Bottom of the Pie (Flavia de Luce, #1)",Hardcover,1074866,374,2009,"mystery,thriller,crime,young-adult,fiction,history,historical fiction,biography"
799089,13372.0,Into the Water,Hardcover,1063732,386,2017,"mystery,thriller,crime,fiction"
803575,22268.0,"Dragonflight (Dragonriders of Pern, #1)",Paperback,26,299,2005,"fantasy,paranormal,fiction,young-adult,romance"
803903,39583.0,You're Never Weird on the Internet,Hardcover,"3440476,18015",272,2015,"non-fiction,history,historical fiction,biography,comics,graphic"
804346,621.0,In Cold Blood,Paperback,431149,343,1994,"non-fiction,mystery,thriller,crime,fiction,history,historical fiction,biography"
805371,17630.0,The Neverending Story,Hardcover,"15619,38449,262689",396,1997,"fantasy,paranormal,fiction,young-adult,children"
805718,28648.0,The Children of Húrin,Hardcover,"656983,9533,9545",313,2007,"fantasy,paranormal,fiction,young-adult"
806148,772.0,The Hobbit,Paperback,656983,366,2002,"young-adult,fantasy,paranormal,children,fiction"
808389,7335.0,Little Dorrit,Paperback,"239579,120480,213519",985,2003,"fiction,history,historical fiction,biography,romance,mystery,thriller,crime"
809940,14050.0,Rich Dad's Guide to Investing: What the Rich Invest in That the Poor and Middle Class Do Not!,Paperback,"600,602",384,2000,non-fiction
810630,17072.0,Ethan Frome,Paperback,16,128,2006,"fiction,romance,history,historical fiction,biography,young-adult"
810859,1154.0,Anatomy of the Spirit: The Seven Stages of Power and Healing,Paperback,11236,320,1997,non-fiction
811136,7517.0,"Matched (Matched, #1)",Hardcover,1304470,369,2010,"young-adult,romance,fiction,fantasy,paranormal"
812836,2787.0,"Heir of Fire (Throne of Glass, #3)",Hardcover,3433047,565,2014,"fantasy,paranormal,young-adult,romance,fiction,mystery,thriller,crime"
814482,19541.0,"Shopaholic & Baby (Shopaholic, #5)",Hardcover,6160,359,2007,"fiction,romance,young-adult"
815099,7222.0,"Delirium (Delirium, #1)",Paperback,2936493,441,2012,"young-adult,romance,fiction,fantasy,paranormal"
815638,102452.0,The Law of Attraction: The Basics of the Teachings of Abraham,Hardcover,"30278,30277",205,2006,"non-fiction,fiction"
816495,26173.0,Nimona,Kindle Edition,6887314,272,2015,"comics,graphic,fantasy,paranormal,young-adult,fiction"
816530,20614.0,Imagine: How Creativity Works,Hardcover,428923,279,2012,"non-fiction,fiction,history,historical fiction,biography"
816986,4988.0,"Beautiful Bastard (Beautiful Bastard, #1)",ebook,6556689,320,2013,"romance,fiction"
818314,14084.0,Foundation and Empire (Foundation #2),Hardcover,16667,256,2004,"fiction,fantasy,paranormal"
818315,14083.0,Second Foundation (Foundation #3),Hardcover,16667,256,2004,"fiction,fantasy,paranormal,history,historical fiction,biography,mystery,thriller,crime"
818840,14045.0,Secrets of the Millionaire Mind: Mastering the Inner Game of Wealth,Hardcover,8656,212,2005,non-fiction
821861,1009.0,The Memory Keeper's Daughter,Paperback,6876,401,2006,"fiction,history,historical fiction,biography,mystery,thriller,crime,romance,young-adult"
822601,7360.0,"A Scandal in Bohemia (The Adventures of Sherlock Holmes, #1)",Paperback,"752721,2448",85,2000,"fiction,history,historical fiction,biography,mystery,thriller,crime,young-adult"
822742,13565.0,"The Fiery Cross (Outlander, #5)",Mass Market Paperback,3617,1443,2005,"fiction,history,historical fiction,biography,romance,fantasy,paranormal"
822745,1555.0,"Outlander (Outlander, #1)",Mass Market Paperback,3617,850,2005,"fiction,history,historical fiction,biography,fantasy,paranormal,romance"
827076,588.0,"I, Robot (Robot #0.1)",Hardcover,16667,224,2004,"fiction,fantasy,paranormal,mystery,thriller,crime"
827154,19964.0,"The Last Battle (Chronicles of Narnia, #7)",Paperback,1069006,224,2005,"fiction,fantasy,paranormal,young-adult,children"
827634,29426.0,Genome: the Autobiography of a Species in 23 Chapters,Paperback,3151,344,2006,"non-fiction,history,historical fiction,biography"
828073,21091.0,"Perfect (Pretty Little Liars, #3)",Paperback,93970,298,2007,"young-adult,mystery,thriller,crime,fiction,romance"
828995,7381.0,V for Vendetta,Hardcover,"3961,3960",296,2005,"comics,graphic,fiction,fantasy,paranormal,mystery,thriller,crime,history,historical fiction,biography"
829706,21451.0,I Was Here,Hardcover,295178,270,2015,"young-adult,romance,fiction,mystery,thriller,crime"
831844,6699.0,"Entwined with You (Crossfire, #3)",Paperback,19823,356,2013,"romance,fiction"
832645,27677.0,Neither Here nor There: Travels in Europe,Paperback,7,254,1993,"non-fiction,history,historical fiction,biography,fiction"
836001,858.0,The Great Gatsby,Paperback,3190,180,2004,"fiction,history,historical fiction,biography,romance,young-adult"
837259,30021.0,The Beauty Myth,Paperback,22393,368,2002,non-fiction
840141,675.0,"The Restaurant at the End of the Universe (Hitchhiker's Guide, #2)",Paperback,4,250,2009,"fiction,fantasy,paranormal,young-adult"
840142,8219.0,"Life, the Universe and Everything (Hitchhiker's Guide, #3)",Paperback,4,224,2005,"fiction,fantasy,paranormal,young-adult"
841014,21595.0,"Freak the Mighty (Freak The Mighty, #1)",Paperback,5817,169,2001,"young-adult,fiction,children"
841847,4990.0,"The Diviners (The Diviners, #1)",Hardcover,2526,578,2012,"young-adult,fantasy,paranormal,fiction,history,historical fiction,biography,mystery,thriller,crime,romance"
841999,19573.0,Twenty Boy Summer,Hardcover,2188726,290,2009,"young-adult,romance,fiction"
842649,52747.0,"Adulthood Is a Myth (Sarah's Scribbles, #1)",Paperback,14144506,112,2016,"comics,graphic,non-fiction,fiction,young-adult,history,historical fiction,biography"
843396,3706.0,"The World of Divergent: The Path to Allegiant (Divergent, #2.5)",ebook,4039811,50,2013,"young-adult,fantasy,paranormal,fiction,romance,non-fiction"
845270,13527.0,The Butterfly Garden (The Collector #1),Kindle Edition,5805694,288,2016,"mystery,thriller,crime,fiction,young-adult"
845588,1039.0,If You Give a Mouse a Cookie,Hardcover,"87184,42436",40,2015,"children,fiction,fantasy,paranormal"
847128,12940.0,Beautiful Ruins,Hardcover,12667,337,2012,"fiction,history,historical fiction,biography,romance"
850703,7989.0,The Screwtape Letters,Hardcover,1069006,223,2013,"fiction,fantasy,paranormal,non-fiction"
856118,8403.0,Needful Things,Paperback,3389,790,1992,"fiction,mystery,thriller,crime,fantasy,paranormal"
856214,1088.0,The Shack,Paperback,15481463,252,2007,"fiction,fantasy,paranormal,mystery,thriller,crime,non-fiction"
856234,51.0,"The Pillars of the Earth (Kingsbridge, #1)",Paperback,"3447,4502788",973,2002,"fiction,history,historical fiction,biography,fantasy,paranormal,romance,mystery,thriller,crime"
861042,944.0,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",Paperback,"1077326,2927",652,2006,"fantasy,paranormal,young-adult,fiction,children,mystery,thriller,crime,romance"
861428,8384.0,Prozac Nation,Paperback,4370,368,1995,"non-fiction,history,historical fiction,biography,fiction,young-adult"
861818,13086.0,Silas Marner,Paperback,173,262,2005,"fiction,history,historical fiction,biography"
863930,56280.0,Curious George,Paperback,967839,48,1969,"children,fiction,fantasy,paranormal,young-adult"
864001,7427.0,The Age of Innocence,Paperback,"16,26993",305,2004,"fiction,history,historical fiction,biography,romance"
864326,6464.0,"Fade (Wake, #2)",Hardcover,767547,248,2009,"young-adult,fantasy,paranormal,romance,fiction,mystery,thriller,crime"
865193,7673.0,Schindler's List,Paperback,6900,429,1994,"history,historical fiction,biography,non-fiction,fiction,comics,graphic"
865903,13705.0,The Strange Case of Dr. Jekyll and Mr. Hyde and Other Tales of Terror,Paperback,"854076,29004",178,2003,"fiction,fantasy,paranormal,mystery,thriller,crime,history,historical fiction,biography"
870470,19073.0,The Adventures of Tom Sawyer,Paperback,"1244,2022,22653",225,2006,"fiction,young-adult,history,historical fiction,biography,children"
870714,7208.0,The Girls,Hardcover,2926065,355,2016,"fiction,history,historical fiction,biography,mystery,thriller,crime,young-adult"
870932,13697.0,"Faith of the Fallen (Sword of Truth, #6)",Mass Market Paperback,3441,785,2001,"fantasy,paranormal,fiction,romance"
871236,85946.0,The Definitive Book of Body Language,Hardcover,"75844,75843",400,2006,non-fiction
872025,19059.0,Julius Caesar,Paperback,"947,235886",95,2002,"fiction,history,historical fiction,biography,poetry,young-adult,mystery,thriller,crime"
872576,63904.0,Wayside School Is Falling Down (Wayside School #2),Paperback,"6569,50418",152,1990,"children,fiction,young-adult,fantasy,paranormal"
873294,417.0,Bossypants,Kindle Edition,4385839,283,2011,"non-fiction,history,historical fiction,biography,comics,graphic,fiction"
873875,20003.0,"The Throne of Fire (Kane Chronicles, #2)",Hardcover,15872,452,2011,"fantasy,paranormal,young-adult,fiction,children,romance,mystery,thriller,crime"
876460,19888.0,"Julie and Julia: 365 Days, 524 Recipes, 1 Tiny Apartment Kitchen: How One Girl Risked Her Marriage, Her Job, and Her Sanity to Master the Art of Living",Hardcover,8546,310,2005,"non-fiction,history,historical fiction,biography,fiction"
876570,7382.0,Mansfield Park,Paperback,1265,560,2003,"fiction,romance,history,historical fiction,biography"
878580,7978.0,The Prophet,Paperback,6466154,127,2010,"poetry,fiction,non-fiction"
880465,17543.0,The Old Man and the Sea,Hardcover,1455,132,1996,"fiction,history,historical fiction,biography,young-adult"
885729,61494.0,The Lost Boy (Dave Pelzer #2),Paperback,1881,331,1997,"non-fiction,history,historical fiction,biography,young-adult,fiction,children,comics,graphic,mystery,thriller,crime"
886644,301.0,"The Cuckoo's Calling (Cormoran Strike, #1)",Hardcover,"383606,1077326",455,2013,"mystery,thriller,crime,fiction"
888535,23921.0,شاب كشك في رحلة البحث عن الجادون,Paperback,5013252,189,2012,non-fiction
889871,28852.0,The Long Tail: Why the Future of Business is Selling Less of More,Paperback,1756,288,2008,"non-fiction,comics,graphic"
890817,12903.0,"The Magician's Nephew (Chronicles of Narnia, #6)",Paperback,1069006,221,2005,"fantasy,paranormal,fiction,young-adult,children"
892062,5467.0,"The Sea of Monsters (Percy Jackson and the Olympians, #2)",Hardcover,15872,279,2006,"fantasy,paranormal,young-adult,fiction,children,romance"
892063,7008.0,"The Lightning Thief (Percy Jackson and the Olympians, #1)",Paperback,15872,375,2006,"fantasy,paranormal,young-adult,fiction,children,mystery,thriller,crime"
892965,28681.0,Guess How Much I Love You,Board book,"25838,63392",20,2005,"children,fiction,fantasy,paranormal,young-adult"
893047,553.0,Les Misérables,Mass Market Paperback,"13661,655301,444488",1463,1987,"fiction,history,historical fiction,biography,romance"
893051,23316.0,Les Misérables,Hardcover,"13661,35796,579496",1480,1998,"fiction,history,historical fiction,biography,romance"
893252,13549.0,Rebecca,ebook,2001717,449,2013,"fiction,mystery,thriller,crime,romance,history,historical fiction,biography"
